customerID,Churn,churn_prob,churn_predicted,kmeans_cluster,kmeans_label,priority,action_type,recommendation
4282-YMKNA,Yes,0.8732328647758456,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
1453-RZFON,No,0.399054663125652,0,0,Insatisfeito com serviços,Média,Campanha segmentada,Revisão de plano + campanha segmentada + ajuste de pacote (custo-benefício)
8263-OKETD,No,0.4863341004145863,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
0670-KDOMA,No,0.504791470038224,1,1,Econômico estável,Média,Retenção preventiva,Programa de fidelidade + monitoramento preventivo + alertas de mudança de comportamento
2476-YGEFM,No,0.7112630101890274,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
8687-BAFGU,No,0.7533919579649652,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
0641-EVBOJ,No,0.6570944114548795,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
0829-XXPLX,No,0.6445718297259454,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
9974-JFBHQ,No,0.38277841844151544,0,0,Insatisfeito com serviços,Média,Campanha segmentada,Revisão de plano + campanha segmentada + ajuste de pacote (custo-benefício)
5356-RHIPP,Yes,0.5180760170413994,1,1,Econômico estável,Média,Retenção preventiva,Programa de fidelidade + monitoramento preventivo + alertas de mudança de comportamento
6624-JDRDS,No,0.5217160656437684,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
0608-JDVEC,No,0.02439169918758884,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
9780-FKVVF,No,0.5977530161009429,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
1919-RTPQD,No,0.5567746283133995,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
5214-NLTIT,No,0.15322467790106814,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
3345-PBBFH,No,0.5509576286836879,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
5055-BRMNE,No,0.10134318020003259,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
9189-JWSHV,Yes,0.9056818292729527,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
2190-PHBHR,No,0.14183177086858442,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
2650-GYRYL,No,0.07046903492692398,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
0746-JTRFU,Yes,0.8333930045661125,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
5208-FVQKB,No,0.015545318894711394,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
7184-LRUUR,No,0.204599817256705,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
6627-CFOSN,No,0.43336434929918477,0,0,Insatisfeito com serviços,Média,Campanha segmentada,Revisão de plano + campanha segmentada + ajuste de pacote (custo-benefício)
3982-JGSFD,No,0.08751649250061376,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
1574-DYCWE,No,0.010779291222460676,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
7247-XOZPB,No,0.08058553284578485,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
2466-FCCPT,No,0.08263167465017812,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
6211-WWLTF,No,0.13924580952154647,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
4826-TZEVA,No,0.407220707454222,0,0,Insatisfeito com serviços,Média,Campanha segmentada,Revisão de plano + campanha segmentada + ajuste de pacote (custo-benefício)
6016-NXBNJ,No,0.0931557128550151,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
9138-EFSMO,No,0.391980125460138,0,0,Insatisfeito com serviços,Média,Campanha segmentada,Revisão de plano + campanha segmentada + ajuste de pacote (custo-benefício)
0576-WNXXC,Yes,0.8285007615197614,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
4632-XJMEX,No,0.028799729768664743,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
8910-LEDAG,No,0.5631452140681454,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
3452-GWUIN,No,0.9150144916799898,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
2716-GFZOR,No,0.3777672308344519,0,0,Insatisfeito com serviços,Média,Campanha segmentada,Revisão de plano + campanha segmentada + ajuste de pacote (custo-benefício)
3724-UCSHY,No,0.2892845522351893,0,1,Econômico estável,Média,Retenção preventiva,Monitoramento preventivo + alertas se comportamento mudar para perfil de alto risco
8626-XHBIE,No,0.01902572519744587,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
4628-CTTLA,Yes,0.32854701131009495,0,0,Insatisfeito com serviços,Média,Campanha segmentada,Revisão de plano + campanha segmentada + ajuste de pacote (custo-benefício)
3192-LNKRK,No,0.5935209731817996,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
4439-YRNVD,No,0.5365017883395179,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
2876-VBBBL,Yes,0.504791470038224,1,1,Econômico estável,Média,Retenção preventiva,Programa de fidelidade + monitoramento preventivo + alertas de mudança de comportamento
6834-NXDCA,Yes,0.739536767086746,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
2208-UGTGR,No,0.6936696650520744,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
3005-TYFRD,No,0.6522583705739577,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
8670-MEFCP,No,0.08025515125180735,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
3079-BCHLN,No,0.035960737369693976,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
7777-UNYHB,No,0.29529928139591305,0,1,Econômico estável,Média,Retenção preventiva,Monitoramento preventivo + alertas se comportamento mudar para perfil de alto risco
5597-GLBUC,Yes,0.8744497056468258,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
7278-CKDNC,No,0.8211287649104881,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
2748-MYRVK,Yes,0.34846738550060286,0,0,Insatisfeito com serviços,Média,Campanha segmentada,Revisão de plano + campanha segmentada + ajuste de pacote (custo-benefício)
8450-UYIBU,No,0.6060866688512175,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
2969-VAPYH,No,0.020770741222677695,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
4822-YCXMX,Yes,0.8595375669073175,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
7181-OQCUT,No,0.7094600408663363,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
8474-UMLNT,No,0.2760223307207295,0,0,Insatisfeito com serviços,Média,Campanha segmentada,Revisão de plano + campanha segmentada + ajuste de pacote (custo-benefício)
9821-POOTN,Yes,0.7648378143441101,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
3836-FZSDJ,No,0.010264570516424461,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
9142-XMYJH,No,0.15020708797746987,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
6559-ILWKJ,Yes,0.06790556708041748,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
0187-QSXOE,No,0.9201633429907173,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
7733-UDMTP,No,0.4462017738407445,0,0,Insatisfeito com serviços,Média,Campanha segmentada,Revisão de plano + campanha segmentada + ajuste de pacote (custo-benefício)
2649-HWLYB,No,0.028677409224158183,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
5214-CHIWJ,No,0.09423814816613617,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
4229-CZMLL,Yes,0.8879458358728071,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
6904-JLBGY,No,0.17574802030767883,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
2465-BLLEU,No,0.5176839711994579,1,1,Econômico estável,Média,Retenção preventiva,Programa de fidelidade + monitoramento preventivo + alertas de mudança de comportamento
1685-VAYJF,No,0.49055341496741145,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
8874-EJNSR,No,0.027208250857829793,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
6917-YACBP,No,0.5147256300302658,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
5049-MUBWG,No,0.18033002280103516,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
4223-WOZCM,No,0.5838570879537514,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
0769-MURVM,No,0.01447559191784261,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
9253-VIFJQ,No,0.04533416819544451,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
7030-FZTFM,No,0.10557680364118022,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
9741-YLNTD,No,0.8102688222461137,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
5917-RYRMG,No,0.08278295323871387,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
5120-ZBLAI,No,0.21271322278594534,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
